String ID,Dev Notes / Context,Character Limit,Text,
MKM 10 round magazine,Weapon Mods,64,Chargeur MKM 10 coups,
EC handguard Thukov,Weapon Mods,64,Garde-main EC Thukov,
Vadoo scope,Weapon Mods,64,Lunette Vadoo,
Skop long handguard,Weapon Mods,64,Garde-main long Skop,
Boulder attachment rail,Weapon Mods,64,Rail accessoire Boulder,
NB5 standard handguard,Weapon Mods,64,Garde-main standard NB5,
N1o archangel stock,Weapon Mods,64,Crosse archangel N1o,
EC 101,Weapons,64,EC 101,
Santa,Weapons,64,Santa EC 74,
NB5,Weapons,64,NB5,
EDL,Weapons,64,EDL,
FRD,Weapons,64,FRD,
BBsH 41,Weapons,64,BBsH 41,
N4o1,Weapons,64,N4o1,
Wintar BK,Weapons,64,Wintar BK,
ECM,Weapons,64,ECM,
Skop L,Weapons,64,Skop L,
G 76,Weapons,64,G 76,
Tus 34,Weapons,64,Tus 34,
Marauder 700 Modern,Weapons,64,Marauder 700 Moderne,
Nozin Makant,Weapons,64,Nozin Makant,
Sha-12,Weapons,64,Sha-12,
Stas 12,Weapons,64,Stas 12,
BB 19 MOOSE,Weapons,64,BB 19 MOOSE,
Grusa 4,Weapons,64,Grusa 4,
VRIZZ Sector .45 acp,Weapons,64,VRIZZ Sector .45 acp,
EC 74,Weapons,64,EC 74,
Sawed off double shotgun,Weapons,64,Double canon scié,
MP 133,Weapons,64,MP 133,
Fanaz,Weapons,64,Fanaz,
STV-40,Weapons,64,STV-40,
Boulder,Weapons,64,Boulder,
PN Pokarov,Weapons,64,PN Pokarov,
ETS,Weapons,64,ETS,
Spyder,Weapons,64,Spyder,
F90,Weapons,64,F90,
Vlok 17,Weapons,64,Vlok 17,
PP Kokarev,Weapons,64,PP Kokarev,
PRK 16,Weapons,64,PRK 16,
NB 153,Weapons,64,NB 153,
ATV-40,Weapons,64,ATV-40,
VS-98,Weapons,64,VS-98,
BB 91 KERR,Weapons,64,BB 91 KERR,
N1o,Weapons,64,N1o,
VRIZZ Sector 9x19mm,Weapons,64,VRIZZ Sector 9x19mm,
EC 74U,Weapons,64,EC 74U,
Skop H,Weapons,64,Skop H,
RP 57,Weapons,64,RP 57,
Batko MKM,Weapons,64,Batko MKM,
Marauder 700,Weapons,64,Marauder 700,
NC 47 CHIMERA,Weapons,64,NC 47 CHIMERA,
ZZ VEL,Weapons,64,ZZ VEL,
MKM,Weapons,64,MKM,
Grusa 1,Weapons,64,Grusa 1,
VNP,Weapons,64,VNP,
12.7x55mm BP round,Ammo Types,64,12.7x55mm BP,
12.7x55mm HP round,Ammo Types,64,12.7x55mm HP,
12.7x55mm PS round,Ammo Types,64,12.7x55mm PS,
12x70mm BUCKSHOT,Ammo Types,64,12x70mm Chevrotine,
12x70mm SLUG,Ammo Types,64,12x70mm Slug,
12x70mm AP SLUG,Ammo Types,64,12x70mm Slug AP,
.357 magnum,Ammo Types,64,.357 Magnum,
.45 acp,Ammo Types,64,.45 ACP,
.45 acp AP,Ammo Types,64,.45 ACP AP,
.45 acp Subsonic,Ammo Types,64,.45 ACP Subsonique,
5.45x39mm PS,Ammo Types,64,5.45x39mm PS,
5.45x39mm BT,Ammo Types,64,5.45x39mm BT,
5.45x39mm HP,Ammo Types,64,5.45x39mm HP,
5.45x39mm Subsonic,Ammo Types,64,5.45x39mm Subsonique,
5.56x45mm M855,Ammo Types,64,5.56x45mm M855,
5.56x45mm HP,Ammo Types,64,5.56x45mm HP,
5.56x45mm M995,Ammo Types,64,5.56x45mm M995,
5.56x45mm Subsonic,Ammo Types,64,5.56x45mm Subsonique,
5.7x28mm R37,Ammo Types,64,5.7x28mm R37,
5.7x28mm SS190,Ammo Types,64,5.7x28mm SS190,
5.7x28mm Subsonic,Ammo Types,64,5.7x28mm Subsonique,
7.62x25mm FMJ,Ammo Types,64,7.62x25mm FMJ,
7.62x25mm PST,Ammo Types,64,7.62x25mm PST,
7.62x39mm PS,Ammo Types,64,7.62x39mm PS,
7.62x39mm BP,Ammo Types,64,7.62x39mm BP,
7.62x39mm HP,Ammo Types,64,7.62x39mm HP,
7.62x39mm Subsonic,Ammo Types,64,7.62x39mm Subsonique,
7.62x51mm M80,Ammo Types,64,7.62x51mm M80,
7.62x51mm FMJ,Ammo Types,64,7.62x51mm FMJ,
7.62x51mm M61,Ammo Types,64,7.62x51mm M61,
7.62x54R mm PS,Ammo Types,64,7.62x54R PS,
7.62x54Rmm SNB,Ammo Types,64,7.62x54R SNB,
9x18mm PS,Ammo Types,64,9x18mm PS,
9x18mm PBM,Ammo Types,64,9x18mm PBM,
9x19mm PSO,Ammo Types,64,9x19mm PSO,
9x19mm AP,Ammo Types,64,9x19mm AP,
9x19mm Subsonic,Ammo Types,64,9x19mm Subsonique,
9x39mm SP-5,Ammo Types,64,9x39mm SP-5,
9x39mm BP,Ammo Types,64,9x39mm BP,
Arman suit,Armor,64,Combinaison Arman,
Bandit Leather armor,Armor,64,Armure en cuir bandit,
Bandit 3FBBY armor,Armor,64,Armure 3FBBY bandit,
Bulletproof vest,Armor,64,Gilet pare-balles,
Military AFZ-0,Armor,64,AFZ-0 militaire,
Military AFZ-1,Armor,64,AFZ-1 militaire,
Military AFZ-2,Armor,64,AFZ-2 militaire,
Military AFZ-3,Armor,64,AFZ-3 militaire,
Military Cyclops suit,Armor,64,Combinaison Cyclope militaire,
Crimson CPR-0,Armor,64,CPR-0 Cramoisi,
Crimson CPR-1,Armor,64,CPR-1 Cramoisi,
Crimson CPR-2,Armor,64,CPR-2 Cramoisi,
Crimson CPR-3,Armor,64,CPR-3 Cramoisi,
Crimson Cyclops suit,Armor,64,Combinaison Cyclope Cramoisi,
Hunter armor,Armor,64,Armure Chasseur,
Kibba armour,Armor,64,Armure Kibba,
Standard XTU-0,Armor,64,XTU-0 standard,
Standard XTU-1,Armor,64,XTU-1 standard,
Standard XTU-2,Armor,64,XTU-2 standard,
Standard XTU-3,Armor,64,XTU-3 standard,
Standard Cyclops suit,Armor,64,Combinaison Cyclope standard,
00PZCX armor,Armor,64,Armure 00PZCX,
20PZCX armor,Armor,64,Armure 20PZCX,
99PZCX armor,Armor,64,Armure 99PZCX,
santa claus costume,Armor,64,Costume du Père Noël,
Standard armor CP-00,Armor,64,Armure standard CP-00,
Police armor,Armor,64,Armure police,
Pumpkin armor,Armor,64,Armure citrouille,
Scientist F00K-0,Armor,64,F00K-0 Scientifique,
Scientist F00K-1,Armor,64,F00K-1 Scientifique,
Scientist F00K-2,Armor,64,F00K-2 Scientifique,
SEVA Suit,Armor,64,Combinaison SEVA,
Armor ???,Armor,64,Armure ???,
??? Cyclops suit,Armor,64,Combinaison Cyclope ???,
Storage kit,Storage,64,Kit de stockage,
Book cardio,Books,64,Livre Cardio,
Read this to gain 1 point in cardio,Books,128,Lisez pour gagner 1 point en cardio,
Book charisma,Books,64,Livre Charisme,
Read this book to gain 1 point in charisma,Books,128,Lisez pour gagner 1 point en charisme,
Book cooking,Books,64,Livre Cuisine,
Read this book to gain 1 point in cooking,Books,128,Lisez pour gagner 1 point en cuisine,
Read this book,Books,128,Lisez ce livre,
Book gunsmith,Books,64,Livre Armurier,
Read this book to gain 1 point in gunsmith,Books,128,Lisez pour gagner 1 point en armurier,
Basic gunsmith book,Books,64,Livre armurier basique,
Read this book to learn new barter and crafting options,Books,128,Lisez pour apprendre de nouvelles options de troc et fabrication,
Advanced gunsmith book,Books,64,Livre armurier avancé,
Read this book to learn new barter and crafting options,Books,128,Lisez pour apprendre de nouvelles options de troc et fabrication,
Book medicine,Books,64,Livre Médecine,
Read this book to gain 1 point in medicine,Books,128,Lisez pour gagner 1 point en médecine,
Book shooting,Books,64,Livre Tir,
Read this book to gain 1 point in shooting,Books,128,Lisez pour gagner 1 point en tir,
Book style,Books,64,Livre Style,
Read this to gain 1 point in style,Books,128,Lisez pour gagner 1 point en style,
Respec Book cardio,Books,64,Livre Respec Cardio,
Read this book to change your specialisation.\nYou will lose all acquired specialisation points.,Books,128,Lisez pour changer de spécialisation.\nVous perdrez tous les points acquis.,
Respec Book charisma,Books,64,Livre Respec Charisme,
Respec Book cooking,Books,64,Livre Respec Cuisine,
Respec Book gunsmith,Books,64,Livre Respec Armurier,
Respec Book medicine,Books,64,Livre Respec Médecine,
Respec Book shooting,Books,64,Livre Respec Tir,
Respec Book style,Books,64,Livre Respec Style,
9x18,Bullet Calibers,16,9x18,
9x19,Bullet Calibers,16,9x19,
5.7x28,Bullet Calibers,16,5.7x28,
0.45,Bullet Calibers,16,0.45,
7.62x25,Bullet Calibers,16,7.62x25,
.357 Magnum,Bullet Calibers,16,.357 Magnum,
7.62x51,Bullet Calibers,16,7.62x51,
7.62x54R,Bullet Calibers,16,7.62x54R,
5.45x39,Bullet Calibers,16,5.45x39,
7.62x39,Bullet Calibers,16,7.62x39,
5.56x45,Bullet Calibers,16,5.56x45,
12.7x55,Bullet Calibers,16,12.7x55,
12x70,Bullet Calibers,16,12x70,
9x39,Bullet Calibers,16,9x39,
Air drop,Chests,64,Largage aérien,
Santa air drop,Chests,64,Largage Père Noël,
Anomaly Electric,Chests,64,Anomalie électrique,
Anomaly Fire,Chests,64,Anomalie ardente,
Armor,Chests,64,Armure,
attachment box,Chests,64,Boîte accessoires,
ammo,Chests,64,Munitions,
base upgrade box,Chests,64,Boîte upgrade base,
book box,Chests,64,Boîte livres,
Cash register,Chests,64,Caisse enregistreuse,
Chemical crystal,Chests,64,Cristal chimique,
common weapon all,Chests,64,Armes communes diverses,
crimson corp. scientist,Chests,64,Scientifique Corp. Cramoisi,
crimson soldier,Chests,64,Soldat Cramoisi,
dead abitant,Chests,64,Habitant mort,
dead loner,Chests,64,Solitaire mort,
dead scientist,Chests,64,Scientifique mort,
devourer,Chests,64,Dévoreur,
Electric crystal,Chests,64,Cristal électrique,
electronic box,Chests,64,Boîte électronique,
Equipment chest,Chests,64,Coffre équipement,
Fire crystal,Chests,64,Cristal ardent,
Flight recorder,Chests,64,Enregistreur de vol,
forge,Chests,64,Forge,
garden,Chests,64,Jardin,
green army soldier,Chests,64,Soldat armée verte,
grigoriy memorial,Chests,64,Mémorial Grigoriy,
Items collected by igor,Chests,64,Objets collectés par Igor,
lead scientist,Chests,64,Scientifique principal,
library,Chests,64,Bibliothèque,
marat loginov,Chests,64,Marat Loginov,
mercenary,Chests,64,Mercenaire,
Mr. Junk's treasure,Chests,64,Trésor de M. Junk,
mutated plant,Chests,64,Plante mutée,
novice bandit,Chests,64,Bandit novice,
pc,Chests,64,PC,
pistol,Chests,64,Pistolet,
Rifle,Chests,64,Fusil,
rifle,Chests,64,Fusil,
scavenger,Chests,64,Récupérateur,
secret chest,Chests,64,Coffre secret,
secret safe,Chests,64,Coffre-fort secret,
smg,Chests,64,PM,
sniper,Chests,64,Sniper,
Spider,Chests,64,Araignée,
strange machinery,Chests,64,Machinerie étrange,
supermarket shelves,Chests,64,Étagères supermarché,
unknown bag,Chests,64,Sac inconnu,
watcher,Chests,64,Observateur,
weapon box mod,Chests,64,Boîte mod armes,
weapon box mod ak,Chests,64,Boîte mod AK,
Weapon box tier I,Chests,64,Boîte armes Niv. I,
Weapon box tier II,Chests,64,Boîte armes Niv. II,
Weapon box tier III,Chests,64,Boîte armes Niv. III,
Wood crate,Chests,64,Caisse en bois,
your stash,Chests,64,Votre cache,
yuli antonov,Chests,64,Yuli Antonov,
AAA battery,Barter,72,Pile AAA,
alcohol,Barter,72,Alcool,
Big's tooth,Barter,72,Dent de Big,
blink's claw,Barter,72,Griffe de Blink,
Blue gunpowder,Barter,72,Poudre bleue,
Boar pelt,Barter,72,Peau de sanglier,
boar tusk,Barter,72,Défense de sanglier,
Bolt cutter,Barter,72,Coupe-boulon,
Briefcase,Barter,72,Malette,
Bug spray,Barter,72,Insecticide,
Bulb,Barter,72,Ampoule,
car battery,Barter,72,Batterie auto,
CCTV camera,Barter,72,Caméra CCTV,
charcoal,Barter,72,Charbon,
Coffee,Barter,72,Café,
Concrete box,Barter,72,Boîte béton,
Cooking pot,Barter,72,Marmite,
Copper wire,Barter,72,Fil de cuivre,
CPU,Barter,72,Processeur,
devourer meat,Barter,72,Viande dévoreur,
Drill,Barter,72,Perceuse,
duct tape,Barter,72,Ruban adhésif,
Dumbell,Barter,72,Haltère,
DVD drive,Barter,72,Lecteur DVD,
Dynamite,Barter,72,Dynamite,
Electric motor,Barter,72,Moteur électrique,
Engine Oil,Barter,72,Huile moteur,
Fan,Barter,72,Ventilateur,
Fork,Barter,72,Fourchette,
Fragrance,Barter,72,Parfum,
Gamestation,Barter,72,Console jeux,
ghoul's tentacle,Barter,72,Tentacule goule,
gm counter,Barter,72,Compteur GM,
Gold Wristwatch,Barter,72,Montre or,
Golden Bracelet,Barter,72,Bracelet or,
Golden crucifix,Barter,72,Crucifix or,
Golden Necklace,Barter,72,Collier or,
Golden zippo,Barter,72,Zippo or,
GPS Marker,Barter,72,Marqueur GPS,
Green gunpowder,Barter,72,Poudre verte,
Grigoriy's ring,Barter,72,Bague Grigoriy,
Hair dryer,Barter,72,Sèche-cheveux,
Hammer,Barter,72,Marteau,
Hard disk,Barter,72,Disque dur,
High quality toilet paper,Barter,72,Papier toilette haut de gamme,
Hose,Barter,72,Tuyau,
hydrogen peroxide,Barter,72,Peroxyde d'hydrogène,
Knife,Barter,72,Couteau,
Lab documents,Barter,72,Documents labo,
Lighter,Barter,72,Briquet,
Lights kit,Barter,72,Kit lumières,
Lost backpack found in the forest,Barter,72,Sac perdu forêt,
Lost backpack found in the industrial area,Barter,72,Sac perdu zone industrielle,
lost backpack found in the makeshift camp,Barter,72,Sac perdu camp improvisé,
Lost backpack found in the swamp,Barter,72,Sac perdu marais,
Lost document found in the forest,Barter,72,Document perdu forêt,
lost document found in the industrial area,Barter,72,Document perdu zone industrielle,
lost document found in the makeshift camp,Barter,72,Document perdu camp improvisé,
Lost document found in the swamp,Barter,72,Document perdu marais,
Matches,Barter,72,Allumettes,
Metal pipe,Barter,72,Tuyau métal,
Military circuit,Barter,72,Circuit militaire,
Multi-plug,Barter,72,Multiprise,
Nail,Barter,72,Clou,
Orange gunpowder,Barter,72,Poudre orange,
papers,Barter,72,Papiers,
Pelt,Barter,72,Peau,
Pepper,Barter,72,Poivre,
pillow,Barter,72,Oreiller,
Pliers,Barter,72,Pince,
Portable console,Barter,72,Console portable,
Power bank,Barter,72,Batterie externe,
Power outlet,Barter,72,Prise électrique,
Propane tank,Barter,72,Bouteille propane,
Rabbit pelt,Barter,72,Peau de lapin,
rags,Barter,72,Chiffons,
RAM,Barter,72,RAM,
Red gunpowder,Barter,72,Poudre rouge,
Relay,Barter,72,Relais,
Repair kit for radio tower,Barter,72,Kit réparation tour radio,
Rope,Barter,72,Corde,
Roubles,Barter,72,Roubles,
Ruined Laboratory entrance key,Barter,72,Clé entrée labo ruiné,
Salt,Barter,72,Sel,
scientiest's analyzer,Barter,72,Analyseur scientifique,
Scientific analyzer,Barter,72,Analyseur scientifique,
scrap ammo,Barter,72,Munitions scrap,
scrap food,Barter,72,Nourriture scrap,
scrap material,Barter,72,Matériau scrap,
scrap medicine,Barter,72,Médicaments scrap,
scrap weapon,Barter,72,Arme scrap,
Screw nut,Barter,72,Écrou,
screwdriver,Barter,72,Tournevis,
secret documents,Barter,72,Documents secrets,
Secret mail,Barter,72,Courrier secret,
shampoo,Barter,72,Shampoing,
Silver Bracelet,Barter,72,Bracelet argent,
Smartphone,Barter,72,Smartphone,
Soap,Barter,72,Savon,
spark plug,Barter,72,Bougie,
spider eye,Barter,72,Œil d'araignée,
Spider Web,Barter,72,Toile d'araignée,
Spoon,Barter,72,Cuillère,
SSD drive,Barter,72,Disque SSD,
Strange flesh sample,Barter,72,Échantillon chair étrange,
Surgical scissors,Barter,72,Ciseaux chirurgicaux,
Syringe,Barter,72,Seringue,
Tape measure,Barter,72,Mètre ruban,
Tea bag,Barter,72,Sachet thé,
Toilet paper,Barter,72,Papier toilette,
Transmitter,Barter,72,Émetteur,
Usb,Barter,72,USB,
USB drive found in the sawmill,Barter,72,Clé USB scierie,
Vlasov's Dogtag,Barter,72,Plaque Vlasov,
Vlasov's eyes,Barter,72,Yeux Vlasov,
Wheel,Barter,72,Roue,
White paint,Barter,72,Peinture blanche,
Wires,Barter,72,Fils,
Radio,Barter,72,Radio,
Wolf pelt,Barter,72,Peau de loup,
Wrench,Barter,72,Clé anglaise,
Wristwatch,Barter,72,Montre,
Zippo lighter,Barter,72,Briquet Zippo,
zombie skin,Barter,72,Peau zombie,
Analyzer found near a big fire anomaly,Barter,72,Analyseur près anomalie feu,
boar meat,Consumable,64,Viande sanglier,
boiled egg,Consumable,64,Œuf dur,
bottle of rotten water,Consumable,64,Bouteille eau pourrie,
bottle of water,Consumable,64,Bouteille d'eau,
bread,Consumable,64,Pain,
butter,Consumable,64,Beurre,
canned beans,Consumable,64,Haricots en conserve,
canned fish,Consumable,64,Poisson en conserve,
Cheese,Consumable,64,Fromage,
chips,Consumable,64,Chips,
cooked egg,Consumable,64,Œuf cuit,
cooked meat,Consumable,64,Viande cuite,
cooked pasta,Consumable,64,Pâtes cuites,
crackers,Consumable,64,Crackers,
cup of coffee,Consumable,64,Tasse café,
cup of tea,Consumable,64,Tasse thé,
egg,Consumable,64,Œuf,
energy drink,Consumable,64,Boisson énergisante,
fruit juice,Consumable,64,Jus de fruit,
generic chocolate,Consumable,64,Chocolat générique,
generic cola,Consumable,64,Cola générique,
hamburger,Consumable,64,Hamburger,
meatballs,Consumable,64,Boulettes viande,
milk,Consumable,64,Lait,
molbaro cigarette,Consumable,64,Cigarette Molbaro,
mre,Consumable,64,MRE,
pasta,Consumable,64,Pâtes,
premium chocolate,Consumable,64,Chocolat premium,
raw meat,Consumable,64,Viande crue,
red wine,Consumable,64,Vin rouge,
rotten bread,Consumable,64,Pain pourri,
Rotten Cheese,Consumable,64,Fromage pourri,
rotten egg,Consumable,64,Œuf pourri,
rotten milk,Consumable,64,Lait pourri,
rotten salami,Consumable,64,Salami pourri,
salami,Consumable,64,Salami,
sandwich with butter,Consumable,64,Sandwich beurre,
sandwich with meat,Consumable,64,Sandwich viande,
sandwich with salami,Consumable,64,Sandwich salami,
sandwich with wurstel,Consumable,64,Sandwich wurstel,
Stew with meat and beans,Consumable,64,Ragoût viande-haricot,
tushonka,Consumable,64,Tushonka,
vodka,Consumable,64,Vodka,
whisky,Consumable,64,Whisky,
Wilfon Cigarette,Consumable,64,Cigarette Wilfon,
wolf meat,Consumable,64,Viande loup,
wurstel,Consumable,64,Wurstel,
zombie meat,Consumable,64,Viande zombie,
SGN Grenade,Grenades,64,Grenade SGN,
Flashbang grenade,Grenades,64,Grenade flash,
T-1 Grenade,Grenades,64,Grenade T-1,
RDG-5 Grenade,Grenades,64,Grenade RDG-5,
PMN land mine,Grenades,64,Mine PMN,
Standard headlamp,Headset,64,Lampe frontale standard,
All direction headlamp,Headset,64,Lampe frontale omnidirectionnelle,
pumpkin headlamp,Headset,64,Lampe frontale citrouille,
Night vision goggles 1,Headset,64,Vision nocturne 1,
Night vision goggles 2,Headset,64,Vision nocturne 2,
Night vision goggles 3,Headset,64,Vision nocturne 3,
Bloodsucker Injector,Injector,64,Injecteur Sangsue,
Endurance Booster Injector,Injector,64,Injecteur endurance,
Body Fortifying Injector,Injector,64,Injecteur fortifiant corps,
Burden Injector,Injector,64,Injecteur fardeau,
Chow-Down Injector,Injector,64,Injecteur Chow-Down,
Rad Shield Injector,Injector,64,Injecteur bouclier rad,
Healing Stimulant Injector,Injector,64,Injecteur stimulant guérison,
Key to 2nd storage room of oil factory,Keys,96,Clé 2e stockage raffinerie,
Police station key,Keys,96,Clé poste police,
Laboratory main room key,Keys,96,Clé pièce principale labo,
Laboratory supply key,Keys,96,Clé fournitures labo,
Key to the gun store in the mall,Keys,96,Clé magasin armes centre commercial,
Key to the Svaruski shop in the mall,Keys,96,Clé magasin Svaruski centre commercial,
Key to the turbine room in the mall basement,Keys,96,Clé salle turbines sous-sol centre commercial,
Key to 1st storage room of oil factory,Keys,96,Clé 1er stockage raffinerie,
Key of a locked door in the sewer,Keys,96,Clé porte verrouillée égouts,
Mr Junk's key,Keys,96,Clé M. Junk,
Laboratory entrance key,Keys,96,Clé entrée labo,
Key to the extraction point in the mall basement,Keys,96,Clé point extraction sous-sol centre commercial,
Key to the office room in the mall basement,Keys,96,Clé bureau sous-sol centre commercial,
Key to the Tech store in the mall,Keys,96,Clé magasin Tech centre commercial,
Oil factory personnel key card,Keys,96,Carte personnel raffinerie,
Accept,User Interface,40,Accepter,
Accept [Active],User Interface,40,Accepter [Actif],
Accept [Completed],User Interface,40,Accepter [Terminé],
[Completed],User Interface,40,[Terminé],
[Active],User Interface,40,[Actif],
Back,User Interface,40,Retour,
Gain reward,User Interface,40,Gagner récompense,
Heal health for price roubles,User Interface,40,Soigner santé pour price roubles,
Heal radiation for price roubles,User Interface,40,Soigner radiation pour price roubles,
Heal wounds for price roubles,User Interface,40,Soigner blessures pour price roubles,
Quench thirst for price roubles,User Interface,40,Désaltérer pour price roubles,
Question,User Interface,40,Question,
Questname,User Interface,40,Nom quête,
Refill hunger for price roubles,User Interface,40,Remplir faim pour price roubles,
Repair armor for price roubles,User Interface,40,Réparer armure pour price roubles,
[1]   location1,User Interface,40,[1]   emplacement1,
[2]   location2,User Interface,40,[2]   emplacement2,
accept and play,User Interface,40,Accepter et jouer,
Audio,User Interface,40,Audio,
Choose an item as a reward,User Interface,40,Choisir objet comme récompense,
Choose your equipment,User Interface,40,Choisir équipement,
