String ID,Dev Notes / Context,Character Limit,Text
N4o1,Weapons,64,N4o1
Wintar BK,Weapons,64,Wintar BK
ECM,Weapons,64,ECM
Skop L,Weapons,64,Skop L
G 76,Weapons,64,G 76
Tus 34,Weapons,64,Tus 34
Marauder 700 Modern,Weapons,64,Marauder 700 Moderne
Nozin Makant,Weapons,64,Nozin Makant
Sha-12,Weapons,64,Sha-12
Stas 12,Weapons,64,Stas 12
BB 19 MOOSE,Weapons,64,BB 19 MOOSE
Grusa 4,Weapons,64,Grusa 4
VRIZZ Sector .45 acp,Weapons,64,VRIZZ Sector .45 ACP
EC 74,Weapons,64,EC 74
Sawed off double shotgun,Weapons,64,Fusil à double canon scié
MP 133,Weapons,64,MP 133
Fanaz,Weapons,64,Fanaz
STV-40,Weapons,64,STV-40
Boulder,Weapons,64,Boulder
PN Pokarov,Weapons,64,PN Pokarov
ETS,Weapons,64,ETS
Spyder,Weapons,64,Spyder
F90,Weapons,64,F90
Vlok 17,Weapons,64,Vlok 17
PP Kokarev,Weapons,64,PP Kokarev
PRK 16,Weapons,64,PRK 16
NB 153,Weapons,64,NB 153
ATV-40,Weapons,64,ATV-40
VS-98,Weapons,64,VS-98
BB 91 KERR,Weapons,64,BB 91 KERR
N1o,Weapons,64,N1o
VRIZZ Sector 9x19mm,Weapons,64,VRIZZ Sector 9×19 mm
EC 74U,Weapons,64,EC 74U
Skop H,Weapons,64,Skop H
RP 57,Weapons,64,RP 57
Batko MKM,Weapons,64,Batko MKM
Marauder 700,Weapons,64,Marauder 700
NC 47 CHIMERA,Weapons,64,NC 47 CHIMERA
ZZ VEL,Weapons,64,ZZ VEL
MKM,Weapons,64,MKM
Grusa 1,Weapons,64,Grusa 1
VNP,Weapons,64,VNP
12.7x55mm BP round,Ammo Types,64,"Cartouche BP 12,7×55 mm"
12.7x55mm HP round,Ammo Types,64,"12,7×55 mm HP"
12.7x55mm PS round,Ammo Types,64,"12,7×55 mm PS"
12x70mm BUCKSHOT,Ammo Types,64,12×70 mm CHEVROTINE
12x70mm SLUG,Ammo Types,64,12×70 mm BALLE
12x70mm AP SLUG,Ammo Types,64,12×70 mm BALLE AP
.357 magnum,Ammo Types,64,.357 Magnum
.45 acp,Ammo Types,64,.45 ACP
.45 acp AP,Ammo Types,64,.45 ACP AP
.45 acp Subsonic,Ammo Types,64,.45 ACP Subsonique
5.45x39mm PS,Ammo Types,64,"5,45×39 mm PS"
5.45x39mm BT,Ammo Types,64,"5,45×39 mm BT"
5.45x39mm HP,Ammo Types,64,"5,45×39 mm HP"
5.45x39mm Subsonic,Ammo Types,64,"5,45×39 mm Subsonique"
5.56x45mm M855,Ammo Types,64,"5,56×45 mm M855"
5.56x45mm HP,Ammo Types,64,"5,56×45 mm HP"
5.56x45mm M995,Ammo Types,64,"5,56×45 mm M995"
5.56x45mm Subsonic,Ammo Types,64,"5,56×45 mm Subsonique"
5.7x28mm R37,Ammo Types,64,"5,7×28 mm R37"
5.7x28mm SS190,Ammo Types,64,"5,7×28 mm SS190"
5.7x28mm Subsonic,Ammo Types,64,"5,7×28 mm Subsonique"
7.62x25mm FMJ,Ammo Types,64,"7,62×25 mm FMJ"
7.62x25mm PST,Ammo Types,64,"7,62×25 mm PST"
7.62x39mm PS,Ammo Types,64,"7,62×39 mm PS"
7.62x39mm BP,Ammo Types,64,"7,62×39 mm BP"
7.62x39mm HP,Ammo Types,64,"7,62×39 mm HP"
7.62x39mm Subsonic,Ammo Types,64,"7,62×39 mm Subsonique"
7.62x51mm M80,Ammo Types,64,"7,62×51 mm M80"
7.62x51mm FMJ,Ammo Types,64,"7,62×51 mm FMJ"
7.62x51mm M61,Ammo Types,64,"7,62×51 mm M61"
7.62x54R mm PS,Ammo Types,64,"7,62×54R mm PS"
7.62x54Rmm SNB,Ammo Types,64,"7,62×54R mm SNB"
9x18mm PS,Ammo Types,64,9×18 mm PS
9x18mm PBM,Ammo Types,64,9×18 mm PBM
9x19mm PSO,Ammo Types,64,9×19 mm PSO
9x19mm AP,Ammo Types,64,9×19 mm AP
9x19mm Subsonic,Ammo Types,64,9×19 mm Subsonique
9x39mm SP-5,Ammo Types,64,9×39 mm SP-5
9x39mm BP,Ammo Types,64,9×39 mm BP
Arman suit,Armor,64,Combinaison Arman
Bandit Leather armor,Armor,64,Armure de cuir de bandit
Bandit 3FBBY armor,Armor,64,Armure de bandit 3FBBY
Bulletproof vest,Armor,64,Gilet pare-balles
Military AFZ-0,Armor,64,AFZ-0 militaire
Military AFZ-1,Armor,64,AFZ-1 militaire
Military AFZ-2,Armor,64,AFZ-2 militaire
Military AFZ-3,Armor,64,AFZ-3 militaire
Military Cyclops suit,Armor,64,Combinaison Cyclope militaire
Crimson CPR-0,Armor,64,CPR-0 cramoisi
Crimson CPR-1,Armor,64,CPR-1 cramoisi
Crimson CPR-2,Armor,64,CPR-2 cramoisi
Crimson CPR-3,Armor,64,CPR-3 cramoisi
Crimson Cyclops suit,Armor,64,Combinaison Cyclope cramoisie
Hunter armor,Armor,64,Armure de chasseur
Kibba armour,Armor,64,Armure de Kibba
Standard XTU-0,Armor,64,XTU-0 standard
Standard XTU-1,Armor,64,XTU-1 standard
Standard XTU-2,Armor,64,XTU-2 standard
Standard XTU-3,Armor,64,XTU-3 standard
Standard Cyclops suit,Armor,64,Combinaison Cyclope standard
00PZCX armor,Armor,64,Armure 00PZCX
20PZCX armor,Armor,64,Armure 20PZCX
99PZCX armor,Armor,64,Armure 99PZCX
santa claus costume,Armor,64,Costume de Père Noël
Standard armor CP-00,Armor,64,Armure standard CP-00
Police armor,Armor,64,Armure de police
Pumpkin armor,Armor,64,Armure citrouille
Scientist F00K-0,Armor,64,Scientifique F00K-0
Scientist F00K-1,Armor,64,Scientifique F00K-1
Scientist F00K-2,Armor,64,Scientifique F00K-2
SEVA Suit,Armor,64,Combinaison SEVA
Armor ???,Armor,64,Armure ???
??? Cyclops suit,Armor,64,Combinaison Cyclope ???
Storage kit,Storage,64,Kit de stockage
Book cardio,Books,64,Livre de cardio
Read this to gain 1 point in cardio,Books,128,Lisez ceci pour gagner 1 point en cardio
Book charisma,Books,64,Livre de charisme
Read this book to gain 1 point in charisma,Books,128,Lisez ce livre pour gagner 1 point en charisme
Book cooking,Books,64,Livre de cuisine
Read this book to gain 1 point in cooking,Books,128,Lisez ce livre pour gagner 1 point en cuisine
Read this book,Books,128,Lire ce livre
Book gunsmith,Books,64,Livre d’armurerie
Read this book to gain 1 point in gunsmith,Books,128,Lisez ce livre pour gagner 1 point en armurerie
Basic gunsmith book,Books,64,Livre d’armurerie – Bases
Read this book to learn new barter and crafting options,Books,128,Lisez ce livre pour débloquer de nouveaux trocs et fabrications
Advanced gunsmith book,Books,64,Livre d’armurerie – Avancé
Read this book to learn new barter and crafting options,Books,128,Lisez ce livre pour débloquer de nouveaux trocs et fabrications
Book medicine,Books,64,Livre de médecine
Read this book to gain 1 point in medicine,Books,128,Lisez ce livre pour gagner 1 point en médecine
Book shooting,Books,64,Livre de tir
Read this book to gain 1 point in shooting,Books,128,Lisez ce livre pour gagner 1 point en tir
Book style,Books,64,Livre de style
Read this to gain 1 point in style,Books,128,Lisez ceci pour gagner 1 point en style
Respec Book cardio,Books,64,Livre de réattribution : cardio
Read this book to change your specialisation.\nYou will lose all acquired specialisation points.,Books,128,Lisez ce livre pour changer de spécialisation.\nVous perdrez tous les points de spécialisation acquis.
Respec Book charisma,Books,64,Livre de réattribution : charisme
Respec Book cooking,Books,64,Livre de réattribution : cuisine
Respec Book gunsmith,Books,64,Livre de réattribution : armurerie
Respec Book medicine,Books,64,Livre de réattribution : médecine
Respec Book shooting,Books,64,Livre de réattribution : tir
Respec Book style,Books,64,Livre de réattribution : style
9x18,Bullet Calibers,16,9×18
9x19,Bullet Calibers,16,9×19
5.7x28,Bullet Calibers,16,"5,7×28"
.45,Bullet Calibers,16,.45
7.62x25,Bullet Calibers,16,"7,62×25"
.357 Magnum,Bullet Calibers,16,.357 Magnum
7.62x51,Bullet Calibers,16,"7,62×51"
7.62x54R,Bullet Calibers,16,"7,62×54R"
5.45x39,Bullet Calibers,16,"5,45×39"
7.62x39,Bullet Calibers,16,"7,62×39"
5.56x45,Bullet Calibers,16,"5,56×45"
12.7x55,Bullet Calibers,16,"12,7×55"
12x70,Bullet Calibers,16,12×70
9x39,Bullet Calibers,16,9×39
Air drop,Chests,64,Airdrop
Santa air drop,Chests,64,Airdrop du Père Noël
Anomaly Electric,Chests,64,Anomalie électrique
Anomaly Fire,Chests,64,Anomalie de feu
Armor,Chests,64,Armure
attachment box,Chests,64,Caisse d’accessoires
ammo,Chests,64,Munitions
base upgrade box,Chests,64,Caisse d’amélioration de base
book box,Chests,64,Caisse de livres
Cash register,Chests,64,Caisse enregistreuse
Chemical crystal,Chests,64,Cristal chimique
common weapon all,Chests,64,Armes communes (toutes)
crimson corp. scientist,Chests,64,Scientifique de la Crimson Corp.
crimson soldier,Chests,64,Soldat cramoisi
dead abitant,Chests,64,Habitant mort
dead loner,Chests,64,Ermite mort
dead scientist,Chests,64,Scientifique mort
devourer,Chests,64,Dévoreur
Electric crystal,Chests,64,Cristal électrique
electronic box,Chests,64,Caisse électronique
Equipment chest,Chests,64,Coffre d’équipement
Fire crystal,Chests,64,Cristal de feu
Flight recorder,Chests,64,Enregistreur de vol
forge,Chests,64,Forge
garden,Chests,64,Jardin
green army soldier,Chests,64,Soldat de l’Armée Verte
grigoriy memorial,Chests,64,Mémorial Grigori
Items collected by igor,Chests,64,Objets collectés par Igor
lead scientist,Chests,64,Scientifique en chef
library,Chests,64,Bibliothèque
marat loginov,Chests,64,Marat Loginov
mercenary,Chests,64,Mercenaire
Mr. Junk's treasure,Chests,64,Trésor de M. Bric-à-brac
mutated plant,Chests,64,Plante mutante
novice bandit,Chests,64,Bandit novice
pc,Chests,64,PC
pistol,Chests,64,pistolet
Rifle,Chests,64,Fusil
rifle,Chests,64,fusil
scavenger,Chests,64,charognard
secret chest,Chests,64,coffre secret
secret safe,Chests,64,coffre-fort secret
smg,Chests,64,PM
sniper,Chests,64,sniper
Spider,Chests,64,Araignée
strange machinery,Chests,64,machinerie étrange
supermarket shelves,Chests,64,rayons de supermarché
unknown bag,Chests,64,sac inconnu
watcher,Chests,64,veilleur
weapon box mod,Chests,64,boîte d’armes (mod)
weapon box mod ak,Chests,64,boîte d’armes (mod) AK
Weapon box tier I,Chests,64,boîte d’armes (palier I)
Weapon box tier II,Chests,64,boîte d’armes (palier II)
Weapon box tier III,Chests,64,boîte d’armes (palier III)
Wood crate,Chests,64,Caisse en bois
your stash,Chests,64,ton planque
yuli antonov,Chests,64,yuli antonov
AAA battery,Barter,72,pile AAA
alcohol,Barter,72,alcool
Big's tooth,Barter,72,dent de Grand
blink's claw,Barter,72,griffe de Clignement
Blue gunpowder,Barter,72,poudre bleue
Boar pelt,Barter,72,peau de sanglier
boar tusk,Barter,72,défense de sanglier
Bolt cutter,Barter,72,coupe-boulons
Briefcase,Barter,72,mallette
Bug spray,Barter,72,insecticide
Bulb,Barter,72,ampoule
car battery,Barter,72,batterie de voiture
CCTV camera,Barter,72,caméra de surveillance
charcoal,Barter,72,charbon de bois
Coffee,Barter,72,café
Concrete box,Barter,72,boîte en béton
Cooking pot,Barter,72,marmite
Copper wire,Barter,72,fil de cuivre
CPU,Barter,72,CPU
devourer meat,Barter,72,viande de dévoreur
Drill,Barter,72,perceuse
duct tape,Barter,72,ruban adhésif
Dumbell,Barter,72,haltère
DVD drive,Barter,72,lecteur DVD
Dynamite,Barter,72,dynamite
Electric motor,Barter,72,moteur électrique
Engine Oil,Barter,72,huile moteur
Fan,Barter,72,ventilateur
Fork,Barter,72,fourche
Fragrance,Barter,72,Parfum
Gamestation,Barter,72,Console de jeux
ghoul's tentacle,Barter,72,tentacule de goule
gm counter,Barter,72,compteur Geiger
Gold Wristwatch,Barter,72,Montre-bracelet en or
Golden Bracelet,Barter,72,Bracelet en or
Golden crucifix,Barter,72,Crucifix en or
Golden Necklace,Barter,72,Collier en or
Golden zippo,Barter,72,Zippo doré
GPS Marker,Barter,72,Marqueur GPS
Green gunpowder,Barter,72,Poudre verte
Grigoriy's ring,Barter,72,bague de Grigoriy
Hair dryer,Barter,72,Sèche-cheveux
Hammer,Barter,72,Marteau
Hard disk,Barter,72,Disque dur
High quality toilet paper,Barter,72,Papier toilette de haute qualité
Hose,Barter,72,Tuyau
hydrogen peroxide,Barter,72,peroxyde d’hydrogène
Knife,Barter,72,Couteau
Lab documents,Barter,72,Documents de laboratoire
Lighter,Barter,72,Briquet
Lights kit,Barter,72,Kit d’éclairage
Lost backpack found in the forest,Barter,72,Sac à dos perdu trouvé dans la forêt
Lost backpack found in the industrial area,Barter,72,Sac à dos perdu trouvé dans la zone industrielle
lost backpack found in the makeshift camp,Barter,72,sac à dos perdu trouvé dans le camp de fortune
Lost backpack found in the swamp,Barter,72,Sac à dos perdu trouvé dans le marais
Lost document found in the forest,Barter,72,Document perdu trouvé dans la forêt
lost document found in the industrial area,Barter,72,document perdu trouvé dans la zone industrielle
lost document found in the makeshift camp,Barter,72,document perdu trouvé dans le camp de fortune
Lost document found in the swamp,Barter,72,Document perdu trouvé dans le marais
Matches,Barter,72,Allumettes
Metal pipe,Barter,72,Tuyau métallique
Military circuit,Barter,72,Circuit militaire
Multi-plug,Barter,72,Multiprise
Nail,Barter,72,Clou
Orange gunpowder,Barter,72,Poudre orange
papers,Barter,72,papiers
Pelt,Barter,72,Peau
Pepper,Barter,72,Poivre
pillow,Barter,72,oreiller
Pliers,Barter,72,Pince
Portable console,Barter,72,Console portable
Power bank,Barter,72,Batterie externe
Power outlet,Barter,72,Prise électrique
Propane tank,Barter,72,Bouteille de propane
Rabbit pelt,Barter,72,peau de lapin
rags,Barter,72,chiffons
RAM,Barter,72,RAM
Red gunpowder,Barter,72,Poudre rouge
Relay,Barter,72,Relais
Repair kit for radio tower,Barter,72,Kit de réparation pour tour radio
Rope,Barter,72,Corde
Roubles,Barter,72,Roubles
Ruined Laboratory entrance key,Barter,72,Clé d’entrée du Laboratoire en ruine
Salt,Barter,72,Sel
scientiest's analyzer,Barter,72,Analyseur du scientifique
Scientific analyzer,Barter,72,Analyseur scientifique
scrap ammo,Barter,72,Munitions de rebut
scrap food,Barter,72,Restes de nourriture
scrap material,Barter,72,Matériaux de rebut
scrap medicine,Barter,72,Médicaments de rebut
scrap weapon,Barter,72,Arme de rebut
Screw nut,Barter,72,Écrou
screwdriver,Barter,72,Tournevis
secret documents,Barter,72,Documents secrets
Secret mail,Barter,72,Courrier secret
shampoo,Barter,72,Shampoing
Silver Bracelet,Barter,72,Bracelet en argent
Smartphone,Barter,72,Smartphone
Soap,Barter,72,Savon
spark plug,Barter,72,Bougie d’allumage
spider eye,Barter,72,Œil d’araignée
Spider Web,Barter,72,Toile d’araignée
Spoon,Barter,72,Cuillère
SSD drive,Barter,72,Disque SSD
Strange flesh sample,Barter,72,Échantillon de chair étrange
Surgical scissors,Barter,72,Ciseaux chirurgicaux
Syringe,Barter,72,Seringue
Tape measure,Barter,72,Mètre ruban
Tea bag,Barter,72,Sachet de thé
Toilet paper,Barter,72,Papier toilette
Transmitter,Barter,72,Émetteur
Usb,Barter,72,USB
USB drive found in the sawmill,Barter,72,Clé USB trouvée à la scierie
Vlasov's Dogtag,Barter,72,Plaque militaire de Vlasov
Vlasov's eyes,Barter,72,Yeux de Vlasov
Wheel,Barter,72,Roue
White paint,Barter,72,Peinture blanche
Wires,Barter,72,Fils électriques
Radio,Barter,72,Radio
Wolf pelt,Barter,72,Peau de loup
Wrench,Barter,72,Clé à molette
Wristwatch,Barter,72,Montre-bracelet
Zippo lighter,Barter,72,Briquet Zippo
zombie skin,Barter,72,Peau de zombie
Analyzer found near a big fire anomaly,Barter,72,Analyseur trouvé près d’une grande anomalie de feu
boar meat,Consumable,64,Viande de sanglier
boiled egg,Consumable,64,Œuf dur
bottle of rotten water,Consumable,64,Bouteille d’eau croupie
bottle of water,Consumable,64,Bouteille d’eau
bread,Consumable,64,pain
butter,Consumable,64,beurre
canned beans,Consumable,64,haricots en conserve
canned fish,Consumable,64,poisson en conserve
Cheese,Consumable,64,fromage
chips,Consumable,64,chips
cooked egg,Consumable,64,œuf au plat
cooked meat,Consumable,64,viande cuite
cooked pasta,Consumable,64,pâtes cuites
crackers,Consumable,64,crackers
cup of coffee,Consumable,64,tasse de café
cup of tea,Consumable,64,tasse de thé
egg,Consumable,64,œuf
energy drink,Consumable,64,boisson énergisante
fruit juice,Consumable,64,jus de fruit
generic chocolate,Consumable,64,chocolat ordinaire
generic cola,Consumable,64,cola ordinaire
hamburger,Consumable,64,hamburger
meatballs,Consumable,64,boulettes de viande
milk,Consumable,64,lait
molbaro cigarette,Consumable,64,cigarette Molbaro
mre,Consumable,64,ration MRE
pasta,Consumable,64,pâtes
premium chocolate,Consumable,64,chocolat premium
raw meat,Consumable,64,viande crue
red wine,Consumable,64,vin rouge
rotten bread,Consumable,64,pain pourri
Rotten Cheese,Consumable,64,fromage pourri
rotten egg,Consumable,64,œuf pourri
rotten milk,Consumable,64,lait tourné
rotten salami,Consumable,64,salami pourri
salami,Consumable,64,salami
sandwich with butter,Consumable,64,sandwich au beurre
sandwich with meat,Consumable,64,sandwich à la viande
sandwich with salami,Consumable,64,sandwich au salami
sandwich with wurstel,Consumable,64,sandwich à la saucisse
Stew with meat and beans,Consumable,64,ragoût viande et haricots
tushonka,Consumable,64,touschonka
vodka,Consumable,64,vodka
whisky,Consumable,64,whisky
Wilfon Cigarette,Consumable,64,cigarette Wilfon
wolf meat,Consumable,64,viande de loup
wurstel,Consumable,64,saucisse
zombie meat,Consumable,64,viande de zombie
SGN Grenade,Grenades,64,grenade SGN
Flashbang grenade,Grenades,64,grenade assourdissante
T-1 Grenade,Grenades,64,grenade T-1
RDG-5 Grenade,Grenades,64,grenade RDG-5
PMN land mine,Grenades,64,mine terrestre PMN
Standard headlamp,Headset,64,lampe frontale standard
All direction headlamp,Headset,64,Lampe frontale omnidirectionnelle
pumpkin headlamp,Headset,64,lampe frontale citrouille
Night vision goggles 1,Headset,64,Lunettes de vision nocturne 1
Night vision goggles 2,Headset,64,Lunettes de vision nocturne 2
Night vision goggles 3,Headset,64,Lunettes de vision nocturne 3
Bloodsucker Injector,Injector,64,Injecteur Sangsue
Endurance Booster Injector,Injector,64,Injecteur Booster d’endurance
Body Fortifying Injector,Injector,64,Injecteur Fortifiant corporel
Burden Injector,Injector,64,Injecteur Fardeau
Chow-Down Injector,Injector,64,Injecteur Goinfrerie
Rad Shield Injector,Injector,64,Injecteur Bouclier anti-rad
Healing Stimulant Injector,Injector,64,Injecteur Stimulant de soin
Key to 2nd storage room of oil factory,Keys,96,Clé de l’entrepôt 2 de l’usine de carburant
Police station key,Keys,96,Clé du commissariat
Laboratory main room key,Keys,96,Clé de la salle principale du labo
Laboratory supply key,Keys,96,Clé des réserves du labo
Key to the gun store in the mall,Keys,96,Clé de l’armurerie du centre commercial
Key to the Svaruski shop in the mall,Keys,96,Clé de la boutique Svaruski au centre co
Key to the turbine room in the mall basement,Keys,96,Clé de la salle des turbines au sous-sol du centre co
Key to 1st storage room of oil factory,Keys,96,Clé de l’entrepôt 1 de l’usine de carburant
Key of a locked door in the sewer,Keys,96,Clé d’une porte verrouillée dans les égouts
Mr Junk's key,Keys,96,Clé de M. Bric-à-brac
Laboratory entrance key,Keys,96,Clé d’entrée du laboratoire
Key to the extraction point in the mall basement,Keys,96,Clé du point d’extraction au sous-sol du centre co
Key to the office room in the mall basement,Keys,96,Clé du bureau au sous-sol du centre commercial
Key to the Tech store in the mall,Keys,96,Clé du magasin Tech du centre commercial
Oil factory personnel key card,Keys,96,Badge du personnel de l’usine de carburant
Accept,User Interface,40,Accepter
Accept [Active],User Interface,40,Accepter [Active]
Accept [Completed],User Interface,40,Accepter [Terminé]
[Completed],User Interface,40,[Terminé]
[Active],User Interface,40,[Active]
Back,User Interface,40,Retour
Gain reward,User Interface,40,Obtenir la récompense
Heal health for price roubles,User Interface,40,Soigner la santé pour [PRICE] roubles
Heal radiation for price roubles,User Interface,40,Soigner la radiation pour [PRICE] roubles
Heal wounds for price roubles,User Interface,40,Soigner les blessures pour [PRICE] roubles
